round,soca1_or_soca2,soca_tank,color,date_of_soca,sl_focal,sl_resident,difference,behavior_or_location,phase,code,time_in,time_out
2,soca1,2,blue,05_06,4.5,6.4,1.9,behavior,late_opportunity,Activity at resident barrier,0,
2,soca1,2,blue,05_06,4.5,6.4,1.9,behavior,late_opportunity,Activity at neutral barrier,15,
2,soca1,2,blue,05_06,4.5,6.4,1.9,behavior,late_opportunity,Reproductive Display,0,
2,soca1,2,blue,05_06,4.5,6.4,1.9,behavior,late_opportunity,Lateral Display,0,
2,soca1,2,blue,05_06,4.5,6.4,1.9,behavior,late_opportunity,Border Conflict,0,
2,soca1,2,blue,05_06,4.5,6.4,1.9,behavior,early_challenge,Digging,1,
2,soca1,2,blue,05_06,4.5,6.4,1.9,behavior,early_challenge,Activity at female barrier,0,
2,soca1,2,blue,05_06,4.5,6.4,1.9,behavior,early_challenge,Activity at resident barrier,0,
2,soca1,2,blue,05_06,4.5,6.4,1.9,behavior,early_challenge,Activity at neutral barrier,7,
2,soca1,2,blue,05_06,4.5,6.4,1.9,behavior,early_challenge,Reproductive Display,0,
2,soca1,2,blue,05_06,4.5,6.4,1.9,behavior,early_challenge,Lateral Display,0,
2,soca1,2,blue,05_06,4.5,6.4,1.9,behavior,early_challenge,Border Conflict,0,
2,soca1,2,blue,05_06,4.5,6.4,1.9,behavior,early_challenge,Aggressive behavior by resident,0,
2,soca1,2,blue,05_06,4.5,6.4,1.9,behavior,late_challenge,Digging,7,
2,soca1,2,blue,05_06,4.5,6.4,1.9,behavior,late_challenge,Activity at female barrier,0,
2,soca1,2,blue,05_06,4.5,6.4,1.9,behavior,late_challenge,Activity at resident barrier,0,
2,soca1,2,blue,05_06,4.5,6.4,1.9,behavior,late_challenge,Activity at neutral barrier,17,
2,soca1,2,blue,05_06,4.5,6.4,1.9,behavior,late_challenge,Reproductive Display,0,
2,soca1,2,blue,05_06,4.5,6.4,1.9,behavior,late_challenge,Lateral Display,0,
2,soca1,2,blue,05_06,4.5,6.4,1.9,behavior,late_challenge,Border Conflict,0,
2,soca1,2,blue,05_06,4.5,6.4,1.9,behavior,late_challenge,Aggressive behavior by resident,0,
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,habituation,camera wall ,17:46:39,17:46:58
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,habituation,female corner,17:46:58,17:47:08
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,habituation,female barrier,17:47:08,17:47:14
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,habituation,female wall,17:47:14,17:47:23
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,habituation,camera wall ,17:47:23,17:47:39
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,habituation,resident wall,17:47:39,17:47:44
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,habituation,resident barrier,17:47:44,17:47:48
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,habituation,PVC,17:47:48,17:48:17
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,habituation,resident barrier,17:48:17,17:48:24
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,habituation,resident wall,17:48:24,17:48:59
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,habituation,resident corner,17:48:59,17:49:17
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,habituation,camera wall ,17:49:17,17:49:23
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,habituation,female wall,17:49:23,17:49:25
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,habituation,female barrier,17:49:25,17:49:47
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,habituation,female wall,17:49:17,17:50:15
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,habituation,female barrier,17:50:15,17:50:22
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,habituation,female wall,17:50:22,17:50:40
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,early_opportunity,female corner,17:50:40,17:50:45
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,early_opportunity,camera wall,17:50:45,17:50:56
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,early_opportunity,resident corner,17:50:56,17:52:31
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,early_opportunity,camera wall,17:52:31,17:52:53
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,early_opportunity,resident corner,17:52:53,17:53:08
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,early_opportunity,camera wall,17:53:08,17:53:25
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,early_opportunity,resident corner,17:53:25,17:54:45
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,early_opportunity,camera wall,17:54:45,17:55:07
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,early_opportunity,female corner,17:55:07,17:55:09
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,early_opportunity,female barrier,17:55:09,17:55:16
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,early_opportunity,female corner,17:55:16,17:55:40
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,late_opportunity,resident corner,18:16:52,18:17:40
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,late_opportunity,camera wall,18:17:40,18:17:47
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,late_opportunity,resident corner,18:17:47,18:18:04
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,late_opportunity,camera wall,18:18:04,18:19:21
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,late_opportunity,female corner,18:19:21,18:20:13
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,late_opportunity,camera wall,18:20:13,18:20:25
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,late_opportunity,female corner,18:20:25,18:20:30
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,late_opportunity,camera wall,18:20:30,18:20:44
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,late_opportunity,female corner,18:20:44,18:20:55
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,late_opportunity,camera wall,18:20:55,18:21:15
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,late_opportunity,female corner,18:21:15,18:21:52
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,early_challenge,female corner,18:21:52,18:23:14
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,early_challenge,camera wall,18:23:14,18:23:51
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,early_challenge,resident corner,18:23:51,18:24:08
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,early_challenge,camera wall,18:24:32,18:24
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,early_challenge,female corner,18:24:42,18:24:55
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,early_challenge,resident corner,18:24:55,18:25:11
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,early_challenge,camera wall,18:25:11,18:26:52
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,late_challenge,camera wall,18:47:51,18:48:04
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,late_challenge,female corner,18:48:04,18:48:09
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,late_challenge,camera wall,18:48:09,18:48:20
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,late_challenge,female corner,18:48:20,18:48:28
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,late_challenge,camera wall,18:48:28,18:48:42
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,late_challenge,female corner,18:48:42,18:49:01
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,late_challenge,camera wall,18:49:01,18:50:17
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,late_challenge,female corner,18:50:17,18:50:42
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,late_challenge,camera wall,18:50:42,18:51:00
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,late_challenge,female corner,18:51:00,18:51:09
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,late_challenge,camera wall,18:51:09,18:51:29
2,soca1,2,blue,05_06,4.5,6.4,1.9,location,late_challenge,female corner,18:51:29,18:52:51
2,soca1,1,green,05_06,4.1,5,0.9,behavior,habituation,Digging,0,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,habituation,Activity at female barrier,0,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,habituation,Activity at resident barrier,0,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,habituation,Activity at neutral barrier,0,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,early_opportunity,Digging,0,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,early_opportunity,Activity at female barrier,2,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,early_opportunity,Activity at resident barrier,0,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,early_opportunity,Activity at neutral barrier,0,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,early_opportunity,Reproductive Display,0,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,early_opportunity,Lateral Display,0,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,early_opportunity,Border Conflict,0,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,late_opportunity,Digging,3,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,late_opportunity,Activity at female barrier,3,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,late_opportunity,Activity at resident barrier,0,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,late_opportunity,Activity at neutral barrier,1,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,late_opportunity,Reproductive Display,0,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,late_opportunity,Lateral Display,0,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,late_opportunity,Border Conflict,0,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,early_challenge,Digging,1,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,early_challenge,Activity at female barrier,3,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,early_challenge,Activity at resident barrier,0,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,early_challenge,Activity at neutral barrier,0,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,early_challenge,Reproductive Display,0,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,early_challenge,Lateral Display,1,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,early_challenge,Border Conflict,1,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,early_challenge,Aggressive behavior by resident,3,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,late_challenge,Digging,2,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,late_challenge,Activity at female barrier,3,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,late_challenge,Activity at resident barrier,0,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,late_challenge,Activity at neutral barrier,0,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,late_challenge,Reproductive Display,2,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,late_challenge,Lateral Display,0,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,late_challenge,Border Conflict,0,
2,soca1,1,green,05_06,4.1,5,0.9,behavior,late_challenge,Aggressive behavior by resident,0,
2,soca1,1,green,05_06,4.1,5,0.9,location,habituation,female barrier,18:55:49,18:56:54
2,soca1,1,green,05_06,4.1,5,0.9,location,habituation,PVC,18:56:54,18:57:02
2,soca1,1,green,05_06,4.1,5,0.9,location,habituation,resident barrier,18:57:02,18:57:19
2,soca1,1,green,05_06,4.1,5,0.9,location,habituation,PVC,18:57:19,18:57:28
2,soca1,1,green,05_06,4.1,5,0.9,location,habituation,resident barrier,18:57:28,18:57:34
2,soca1,1,green,05_06,4.1,5,0.9,location,habituation,PVC,18:57:34,18:57:45
2,soca1,1,green,05_06,4.1,5,0.9,location,habituation,female barrier,18:57:45,18:58:45
2,soca1,1,green,05_06,4.1,5,0.9,location,habituation,PVC,18:58:48,18:59:18
2,soca1,1,green,05_06,4.1,5,0.9,location,early_opportunity,PVC,18:59:18,19:02:10
2,soca1,1,green,05_06,4.1,5,0.9,location,early_opportunity,female barrier,19:02:10,19:02:17
2,soca1,1,green,05_06,4.1,5,0.9,location,early_opportunity,PVC,19:02:17,19:02:21
2,soca1,1,green,05_06,4.1,5,0.9,location,early_opportunity,female barrier,19:02:21,19:02:46
2,soca1,1,green,05_06,4.1,5,0.9,location,early_opportunity,resident barrier,19:02:46,19:02:50
2,soca1,1,green,05_06,4.1,5,0.9,location,early_opportunity,resident corner,19:02:50,19:04:18
2,soca1,1,green,05_06,4.1,5,0.9,location,late_opportunity,PVC,19:25:21,19:25:27
2,soca1,1,green,05_06,4.1,5,0.9,location,late_opportunity,camera wall,19:25:27,19:25:55
2,soca1,1,green,05_06,4.1,5,0.9,location,late_opportunity,female corner,19:25:55,19:26:08
2,soca1,1,green,05_06,4.1,5,0.9,location,late_opportunity,female barrier,19:26:08,19:27:32
2,soca1,1,green,05_06,4.1,5,0.9,location,late_opportunity,female wall,19:27:32,19:27:37
2,soca1,1,green,05_06,4.1,5,0.9,location,late_opportunity,female corner,19:27:37,19:28:25
2,soca1,1,green,05_06,4.1,5,0.9,location,late_opportunity,female barrier,19:28:25,19:28:40
2,soca1,1,green,05_06,4.1,5,0.9,location,late_opportunity,female space,19:28:40,19:29:54
2,soca1,1,green,05_06,4.1,5,0.9,location,late_opportunity,female barrier,19:29:54,19:30:10
2,soca1,1,green,05_06,4.1,5,0.9,location,late_opportunity,PVC,19:30:10,19:30:21
2,soca1,1,green,05_06,4.1,5,0.9,location,early_challenge,PVC,19:30:21,19:31:30
2,soca1,1,green,05_06,4.1,5,0.9,location,early_challenge,female barrier,19:31:30,19:32:13
2,soca1,1,green,05_06,4.1,5,0.9,location,early_challenge,PVC,19:32:13,19:32:32
2,soca1,1,green,05_06,4.1,5,0.9,location,early_challenge,female space,19:32:32,19:32:46
2,soca1,1,green,05_06,4.1,5,0.9,location,early_challenge,female corner,19:32:46,19:33:00
2,soca1,1,green,05_06,4.1,5,0.9,location,early_challenge,female barrier,19:33:01,19:33:58
2,soca1,1,green,05_06,4.1,5,0.9,location,early_challenge,female corner,19:33:58,19:34:09
2,soca1,1,green,05_06,4.1,5,0.9,location,early_challenge,female barrier,19:34:09,19:34:27
2,soca1,1,green,05_06,4.1,5,0.9,location,early_challenge,female space,19:34:27,19:34:42
2,soca1,1,green,05_06,4.1,5,0.9,location,early_challenge,resident barrier,19:34:42,19:34:52
2,soca1,1,green,05_06,4.1,5,0.9,location,early_challenge,resident space,19:34:52,19:34:59
2,soca1,1,green,05_06,4.1,5,0.9,location,early_challenge,female barrier,19:34:59,19:35:16
2,soca1,1,green,05_06,4.1,5,0.9,location,early_challenge,female space,19:35:16,19:35:19
2,soca1,1,green,05_06,4.1,5,0.9,location,early_challenge,resident barrier,19:35:19,19:35:21
2,soca1,1,green,05_06,4.1,5,0.9,location,late_challenge,female space,19:53:32,19:53:39
2,soca1,1,green,05_06,4.1,5,0.9,location,late_challenge,female barrier,19:53:39,19:56:35
2,soca1,1,green,05_06,4.1,5,0.9,location,late_challenge,female space,19:56:35,19:57:01
2,soca1,1,green,05_06,4.1,5,0.9,location,late_challenge,camera wall,19:57:01,19:58:32
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,habituation,Digging,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,habituation,Activity at female barrier,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,habituation,Activity at resident barrier,1,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,habituation,Activity at neutral barrier,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,early_opportunity,Digging,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,early_opportunity,Activity at female barrier,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,early_opportunity,Activity at resident barrier,1,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,early_opportunity,Activity at neutral barrier,3,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,early_opportunity,Reproductive Display,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,early_opportunity,Lateral Display,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,early_opportunity,Border Conflict,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,late_opportunity,Digging,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,late_opportunity,Activity at female barrier,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,late_opportunity,Activity at resident barrier,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,late_opportunity,Activity at neutral barrier,3,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,late_opportunity,Reproductive Display,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,late_opportunity,Lateral Display,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,late_opportunity,Border Conflict,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,early_challenge,Digging,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,early_challenge,Activity at female barrier,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,early_challenge,Activity at resident barrier,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,early_challenge,Activity at neutral barrier,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,early_challenge,Reproductive Display,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,early_challenge,Lateral Display,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,early_challenge,Border Conflict,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,early_challenge,Aggressive behavior by resident,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,late_challenge,Digging,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,late_challenge,Activity at female barrier,4,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,late_challenge,Activity at resident barrier,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,late_challenge,Activity at neutral barrier,12,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,late_challenge,Reproductive Display,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,late_challenge,Lateral Display,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,late_challenge,Border Conflict,0,
2,soca1,1,orange,05_06,4.3,5,0.7,behavior,late_challenge,Aggressive behavior by resident,0,
2,soca1,1,orange,05_06,4.3,5,0.7,location,habituation,female barrier,17:46:29,17:46:35
2,soca1,1,orange,05_06,4.3,5,0.7,location,habituation,resident barrier,17:46:35,17:46:42
2,soca1,1,orange,05_06,4.3,5,0.7,location,habituation,resident wall,17:46:42,17:47:38
2,soca1,1,orange,05_06,4.3,5,0.7,location,habituation,resident barrier,17:47:38,17:47:42
2,soca1,1,orange,05_06,4.3,5,0.7,location,habituation,resident wall,17:47:42,17:50:00
2,soca1,1,orange,05_06,4.3,5,0.7,location,habituation,resident barrier,17:50:00,17:50:03
2,soca1,1,orange,05_06,4.3,5,0.7,location,habituation,resident wall,17:50:03,17:50:28
2,soca1,1,orange,05_06,4.3,5,0.7,location,early_opportunity,resident wall,17:50:28,17:52:59
2,soca1,1,orange,05_06,4.3,5,0.7,location,early_opportunity,resident barrier,17:52:59,17:53:26
2,soca1,1,orange,05_06,4.3,5,0.7,location,early_opportunity,resident corner,17:53:26,17:55:28
2,soca1,1,orange,05_06,4.3,5,0.7,location,late_opportunity,resident corner,18:16:41,18:19:56
2,soca1,1,orange,05_06,4.3,5,0.7,location,late_opportunity,resident barrier,18:19:56,18:20:04
2,soca1,1,orange,05_06,4.3,5,0.7,location,late_opportunity,resident wall,18:20:04,18:20:08
2,soca1,1,orange,05_06,4.3,5,0.7,location,late_opportunity,resident corner,18:20:08,18:21:41
2,soca1,1,orange,05_06,4.3,5,0.7,location,early_challenge,resident corner,18:21:41,18:26:41
2,soca1,1,orange,05_06,4.3,5,0.7,location,late_challenge,resident corner,18:47:51,18:48:04
2,soca1,1,orange,05_06,4.3,5,0.7,location,late_challenge,camera wall,18:48:04,18:48:16
2,soca1,1,orange,05_06,4.3,5,0.7,location,late_challenge,resident corner,18:48:16,18:48:23
2,soca1,1,orange,05_06,4.3,5,0.7,location,late_challenge,camera wall,18:48:23,18:48:37
2,soca1,1,orange,05_06,4.3,5,0.7,location,late_challenge,resident corner,18:48:37,18:49:10
2,soca1,1,orange,05_06,4.3,5,0.7,location,late_challenge,camera wall,18:49:10,18:49:18
2,soca1,1,orange,05_06,4.3,5,0.7,location,late_challenge,female corner,18:49:18,18:49:26
2,soca1,1,orange,05_06,4.3,5,0.7,location,late_challenge,female barrier,18:49:26,18:49:32
2,soca1,1,orange,05_06,4.3,5,0.7,location,late_challenge,female corner,18:49:32,18:50:13
2,soca1,1,orange,05_06,4.3,5,0.7,location,late_challenge,female barrier,18:50:13,18:51:06
2,soca1,1,orange,05_06,4.3,5,0.7,location,late_challenge,female corner,18:51:06,18:52:51
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,habituation,Digging,0,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,habituation,Activity at female barrier,1,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,habituation,Activity at resident barrier,0,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,habituation,Activity at neutral barrier,0,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,early_opportunity,Digging,0,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,early_opportunity,Activity at female barrier,8,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,early_opportunity,Activity at resident barrier,0,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,early_opportunity,Activity at neutral barrier,11,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,early_opportunity,Reproductive Display,0,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,early_opportunity,Lateral Display,0,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,early_opportunity,Border Conflict,0,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,late_opportunity,Digging,1,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,late_opportunity,Activity at female barrier,0,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,late_opportunity,Activity at resident barrier,0,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,late_opportunity,Activity at neutral barrier,1,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,late_opportunity,Reproductive Display,0,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,late_opportunity,Lateral Display,0,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,late_opportunity,Border Conflict,0,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,early_challenge,Digging,2,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,early_challenge,Activity at female barrier,0,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,early_challenge,Activity at resident barrier,3,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,early_challenge,Activity at neutral barrier,1,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,early_challenge,Reproductive Display,0,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,early_challenge,Lateral Display,0,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,early_challenge,Border Conflict,0,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,early_challenge,Aggressive behavior by resident,1,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,late_challenge,Digging,2,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,late_challenge,Activity at female barrier,0,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,late_challenge,Activity at resident barrier,1,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,late_challenge,Activity at neutral barrier,0,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,late_challenge,Reproductive Display,0,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,late_challenge,Lateral Display,0,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,late_challenge,Border Conflict,0,
2,soca1,3,pink,05_06,4.4,5.3,0.9,behavior,late_challenge,Aggressive behavior by resident,1,
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,habituation,female barrier,18:56:04,18:56:39
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,habituation,female wall,18:56:39,18:58:15
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,habituation,female barrier,18:58:15,18:59:35
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,early_opportunity,PVC,18:59:35,19:01:12
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,early_opportunity,camera wall,19:01:12,19:01:25
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,early_opportunity,female wall,19:01:25,19:01:35
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,early_opportunity,female barrier,19:01:35,19:01:55
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,early_opportunity,female corner,19:01:55,19:01:59
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,early_opportunity,camera wall,19:01:59,19:02:08
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,early_opportunity,female corner,19:02:08,19:02:30
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,early_opportunity,female barrier,19:02:30,19:03:26
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,early_opportunity,female wall,19:03:26,19:03:30
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,early_opportunity,female barrier,19:03:30,19:03:39
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,early_opportunity,camera wall,19:03:39,19:03:47
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,early_opportunity,female corner,19:03:47,19:04:35
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,late_opportunity,resident corner,19:25:45,19:27:02
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,late_opportunity,camera wall,19:27:02,19:28:19
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,late_opportunity,resident corner,19:28:19,19:28:29
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,late_opportunity,resident barrier,19:28:29,19:28:36
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,late_opportunity,resident space,19:28:36,19:28:55
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,late_opportunity,female space,19:28:55,19:29:06
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,late_opportunity,camera wall,19:29:06,19:30:18
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,late_opportunity,resident barrier,19:30:18,19:30:29
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,late_opportunity,PVC,19:30:29,19:30:45
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,early_challenge,PVC,19:30:45,19:31:32
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,early_challenge,resident barrier,19:31:32,19:32:21
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,early_challenge,resident wall,19:32:21,19:32:23
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,early_challenge,camera wall,19:32:23,19:32:29
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,early_challenge,resident space,19:32:29,19:33:31
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,early_challenge,camera wall,19:33:31,19:33:41
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,early_challenge,female corner,19:33:41,19:33:50
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,early_challenge,female space,19:33:50,19:34:06
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,early_challenge,camera wall,19:34:06,19:34:34
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,early_challenge,female space,19:34:34,19:35:32
2,soca1,3,pink,05_06,4.4,5.3,0.9,location,early_challenge,female barrier,19:35:32,19:35:34
